6286	-0.00039	-8e-05	-6e-05	-0.00014	-2e-05	-9e-05	-2e-05	-0.00048	2
6287	-0.00039	-8e-05	-6e-05	-0.00014	-2e-05	-9e-05	-2e-05	-0.00048	2
6288	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6289	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6290	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6291	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6292	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6293	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6294	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6295	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6296	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6297	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6298	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6299	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6300	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6301	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6302	-8e-05	-0.00011	-0.00024	-2e-05	0.00012	2e-05	0.00017	0.00041	2
6303	-0.00019	0.00015	0.00023	0.00026	-8e-05	0.00022	0.00035	0.00127	2
6304	-0.00024	0.00015	0.00017	0.00056	0.00078	3e-05	0.00029	0.00105	2
6305	-0.00024	0.00015	0.00017	0.00056	0.00078	3e-05	0.00029	0.00105	2
6306	-0.00024	0.00015	0.00017	0.00056	0.00078	3e-05	0.00029	0.00105	2
6307	-0.00024	0.00015	0.00017	0.00056	0.00078	3e-05	0.00029	0.00105	2
6308	-0.00024	0.00015	0.00017	0.00056	0.00078	3e-05	0.00029	0.00105	2
6309	-0.00024	0.00015	0.00017	0.00056	0.00078	3e-05	0.00029	0.00105	2
6310	-0.00024	0.00015	0.00017	0.00056	0.00078	3e-05	0.00029	0.00105	2
6311	-0.00024	0.00015	0.00017	0.00056	0.00078	3e-05	0.00029	0.00105	2
6312	-0.00024	0.00015	0.00017	0.00056	0.00078	3e-05	0.00029	0.00105	2
6313	-0.00024	0.00015	0.00017	0.00056	0.00078	3e-05	0.00029	0.00105	2
6314	-0.00024	0.00015	0.00017	0.00056	0.00078	3e-05	0.00029	0.00105	2
