23695	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23696	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23697	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23698	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23699	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23700	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23701	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23702	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23703	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23704	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23705	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23706	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23707	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23708	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23709	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23710	-1e-05	-3e-05	1e-05	1e-05	0.0001	0.00072	7e-05	-8e-05	6
23711	4e-05	-3e-05	-3e-05	-3e-05	4e-05	-5e-05	0.00017	0.00042	6
23712	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23713	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23714	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23715	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23716	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23717	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23718	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23719	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23720	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23721	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23722	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23723	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23724	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23725	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23726	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23727	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23728	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23729	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23730	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23731	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23732	3e-05	4e-05	5e-05	2e-05	9e-05	5e-05	-8e-05	-9e-05	6
23733	-1e-05	-4e-05	-6e-05	-8e-05	-1e-05	-0.00036	-0.00024	1e-05	6
23734	-1e-05	-4e-05	-6e-05	-8e-05	-1e-05	-0.00036	-0.00024	1e-05	6
23735	0	-6e-05	-7e-05	-6e-05	-7e-05	-5e-05	-4e-05	8e-05	6
23736	0	-6e-05	-7e-05	-6e-05	-7e-05	-5e-05	-4e-05	8e-05	6
23739	0	-6e-05	-7e-05	-6e-05	-7e-05	-5e-05	-4e-05	8e-05	6
23740	0	-6e-05	-7e-05	-6e-05	-7e-05	-5e-05	-4e-05	8e-05	6
23741	0	-6e-05	-7e-05	-6e-05	-7e-05	-5e-05	-4e-05	8e-05	6
23742	0	-6e-05	-7e-05	-6e-05	-7e-05	-5e-05	-4e-05	8e-05	6
23743	0	-6e-05	-7e-05	-6e-05	-7e-05	-5e-05	-4e-05	8e-05	6
23744	0	-6e-05	-7e-05	-6e-05	-7e-05	-5e-05	-4e-05	8e-05	6
23745	0	-6e-05	-7e-05	-6e-05	-7e-05	-5e-05	-4e-05	8e-05	6
23746	0	-6e-05	-7e-05	-6e-05	-7e-05	-5e-05	-4e-05	8e-05	6
23747	0	-6e-05	-7e-05	-6e-05	-7e-05	-5e-05	-4e-05	8e-05	6
23748	-3e-05	-2e-05	-1e-05	0	0.00012	-0.00076	-7e-05	-4e-05	6
23749	-3e-05	-2e-05	-1e-05	0	0.00012	-0.00076	-7e-05	-4e-05	6
23750	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23751	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23752	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23753	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23754	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23755	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23756	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23757	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23758	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23759	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23760	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23761	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23762	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23763	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23764	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23765	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23766	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23767	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23768	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23769	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23770	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23771	6e-05	1e-05	2e-05	0.00011	0.00076	0.00012	0	2e-05	6
23772	3e-05	-4e-05	-5e-05	-6e-05	-9e-05	-0.00017	-5e-05	0.00022	6
23773	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23774	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23775	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23776	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23777	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23778	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23779	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23780	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23781	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23782	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23783	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23784	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23785	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23786	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23789	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23790	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23791	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23792	8e-05	6e-05	6e-05	5e-05	-0.00026	0.0003	-0.00011	0.00013	6
23793	-3e-05	-2e-05	-3e-05	-1e-05	8e-05	-7e-05	0.00019	-2e-05	6
23794	-3e-05	-2e-05	-3e-05	-1e-05	8e-05	-7e-05	0.00019	-2e-05	6
23795	-3e-05	4e-05	1e-05	-4e-05	-0.00029	-0.00068	0.00029	-0.00034	6
23796	-3e-05	4e-05	1e-05	-4e-05	-0.00029	-0.00068	0.00029	-0.00034	6
23797	-3e-05	4e-05	1e-05	-4e-05	-0.00029	-0.00068	0.00029	-0.00034	6
23798	-3e-05	4e-05	1e-05	-4e-05	-0.00029	-0.00068	0.00029	-0.00034	6
23799	-3e-05	4e-05	1e-05	-4e-05	-0.00029	-0.00068	0.00029	-0.00034	6
23800	-3e-05	4e-05	1e-05	-4e-05	-0.00029	-0.00068	0.00029	-0.00034	6
23801	-3e-05	4e-05	1e-05	-4e-05	-0.00029	-0.00068	0.00029	-0.00034	6
23802	-3e-05	4e-05	1e-05	-4e-05	-0.00029	-0.00068	0.00029	-0.00034	6
23803	-3e-05	4e-05	1e-05	-4e-05	-0.00029	-0.00068	0.00029	-0.00034	6
23804	-3e-05	4e-05	1e-05	-4e-05	-0.00029	-0.00068	0.00029	-0.00034	6
